t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers
58.10,descend,246.87,-180.87,0.000,1,0.5,-0.3,-0.0,0.8,0.02,0.00,179,179,-1,0.0,0.1,-1.1,3.7,0.13,-0.04,0.00,0.00,0.00,0.00,0.00,-0.02,72,-1,1,1,-0.1,0.01,0.000,0.000,-7.04,0,32
58.20,descend,245.82,-179.82,0.000,1,0.5,-0.3,-0.0,0.8,0.03,-0.00,179,179,-1,0.0,0.1,-1.3,4.3,0.13,-0.04,0.00,0.00,0.00,0.00,0.00,-0.02,72,-1,1,1,-0.1,0.01,0.000,0.000,-8.07,0,32
58.30,descend,245.11,-179.11,0.000,1,0.5,-0.3,-0.0,0.8,0.03,-0.00,179,179,-1,-0.0,0.1,-1.5,4.8,0.14,-0.04,0.00,0.00,0.00,0.00,-0.00,-0.03,72,-1,1,1,-0.1,0.01,0.000,0.000,-9.08,0,32
58.40,descend,244.08,-178.08,0.000,1,0.5,-0.3,-0.0,0.8,0.03,-0.00,179,179,-1,-0.0,0.1,-1.6,5.4,0.14,-0.05,0.00,0.00,0.00,0.00,-0.00,-0.03,72,-1,1,1,-0.1,0.02,0.000,0.000,-10.09,0,32
58.50,descend,242.65,-176.65,0.000,1,0.5,-0.3,-0.0,0.8,0.05,-0.01,179,179,-1,-0.0,0.1,-1.8,5.9,0.15,-0.05,0.00,0.00,0.00,0.00,-0.01,-0.04,72,-1,1,1,-0.1,0.02,0.000,0.000,-11.08,0,32
58.60,descend,241.72,-175.72,0.000,1,0.5,-0.3,-0.0,0.8,0.05,-0.01,179,179,-1,-0.0,0.2,-2.0,6.5,0.15,-0.05,0.00,0.00,0.00,0.00,-0.01,-0.05,72,-1,1,1,-0.1,0.02,0.000,0.000,-12.07,0,32
58.70,descend,240.39,-174.39,0.000,1,0.5,-0.3,-0.0,0.8,0.06,-0.01,179,179,-1,-0.0,0.2,-2.2,7.0,0.16,-0.05,0.00,0.00,0.00,0.00,-0.01,-0.06,72,-1,1,1,-0.1,0.02,0.000,0.000,-13.04,0,32
58.80,descend,238.60,-172.60,0.000,1,0.6,-0.3,-0.1,0.8,0.08,-0.02,179,179,-1,-0.1,0.3,-2.4,7.6,0.16,-0.05,0.00,0.00,0.00,0.00,-0.02,-0.08,72,-1,1,1,-0.2,0.02,0.000,0.000,-14.01,0,32
58.90,descend,237.45,-171.45,0.000,1,0.6,-0.3,-0.1,0.8,0.12,-0.03,179,179,-1,-0.1,0.3,-2.6,8.1,0.17,-0.06,0.00,0.00,0.00,0.00,-0.02,-0.10,72,-1,1,1,-0.2,0.02,0.000,0.000,-14.96,0,32
59.00,descend,235.84,-169.84,0.000,1,0.6,-0.3,-0.1,0.8,0.12,-0.03,179,179,-1,-0.1,0.4,-2.8,8.7,0.18,-0.06,0.00,0.00,0.00,0.00,-0.03,-0.12,72,-1,1,1,-0.2,0.02,0.000,0.000,-15.91,0,32
59.10,descend,233.69,-167.69,0.000,1,0.6,-0.3,-0.1,0.8,0.17,-0.05,179,179,-1,-0.1,0.5,-3.0,9.3,0.18,-0.06,0.00,0.00,0.00,0.00,-0.04,-0.14,72,-1,1,1,-0.2,0.02,0.000,0.000,-16.84,0,32
59.20,descend,231.87,-165.87,0.000,1,0.6,-0.3,-0.1,0.8,0.20,-0.06,179,179,-1,-0.2,0.6,-3.2,9.8,0.19,-0.06,0.01,0.00,0.00,0.00,-0.04,-0.17,72,-1,1,1,-0.2,0.02,0.000,0.000,-17.77,0,32
59.30,descend,229.96,-163.96,0.000,1,0.6,-0.3,-0.1,0.8,0.23,-0.07,179,179,-1,-0.2,0.7,-3.4,10.4,0.20,-0.07,0.03,0.00,0.00,0.00,-0.05,-0.20,72,-1,1,1,-0.2,0.02,0.000,0.000,-18.68,0,32
59.40,descend,227.44,-161.44,0.000,1,0.7,-0.3,-0.1,0.8,0.26,-0.08,179,179,-1,-0.2,0.8,-3.6,11.0,0.21,-0.07,0.05,0.00,0.00,0.00,-0.06,-0.23,72,-1,1,1,-0.2,0.02,0.000,0.000,-19.59,0,32
59.50,descend,226.39,-160.39,0.000,1,0.7,-0.3,-0.2,0.8,0.26,-0.08,179,179,-1,-0.3,0.9,-3.8,11.6,0.22,-0.07,0.07,0.00,0.00,0.00,-0.07,-0.26,72,-1,1,1,-0.2,0.02,0.000,0.000,-20.48,0,32
59.60,descend,224.24,-158.24,0.000,1,0.7,-0.3,-0.2,0.8,0.30,-0.09,179,179,-1,-0.3,1.0,-4.0,12.3,0.23,-0.07,0.10,0.00,0.00,0.00,-0.09,-0.30,72,-1,1,1,-0.2,0.02,0.000,0.000,-21.36,0,32
59.70,descend,221.42,-155.42,0.000,1,0.8,-0.3,-0.2,0.8,0.39,-0.12,179,179,-1,-0.4,1.2,-4.3,12.9,0.24,-0.08,0.12,0.00,0.00,0.00,-0.10,-0.35,72,-1,1,1,-0.3,0.02,0.000,0.000,-22.24,0,32
59.80,descend,219.66,-153.66,0.000,1,0.8,-0.3,-0.3,0.8,0.39,-0.12,179,179,-1,-0.4,1.4,-4.5,13.6,0.25,-0.08,0.14,0.00,0.00,0.00,-0.12,-0.40,72,-1,1,1,-0.3,0.02,0.000,0.000,-23.10,0,32
59.90,descend,217.24,-151.24,0.250,1,0.8,-0.4,-0.3,0.9,0.45,-0.14,179,179,-1,-0.5,1.5,-4.8,14.3,0.26,-0.09,0.17,0.00,0.00,0.00,-0.13,-0.45,72,-1,0,1,-0.3,0.02,0.250,0.389,-23.95,0,32
60.00,descend,214.11,-148.11,0.250,1,0.9,-0.4,-0.4,0.9,0.57,-0.18,179,180,-1,-0.5,1.7,-5.0,15.0,0.28,-0.09,0.19,0.00,0.00,0.00,-0.15,-0.51,72,-1,0,1,-0.3,0.02,0.250,0.396,-24.79,0,32
60.10,descend,212.16,-146.16,0.250,1,0.9,-0.4,-0.4,0.9,0.57,-0.18,179,180,-1,-0.6,2.0,-5.3,15.7,0.29,-0.09,0.22,0.00,0.00,0.00,-0.17,-0.57,72,-1,0,1,-0.3,0.02,0.250,0.403,-25.62,0,32
60.20,descend,209.51,-143.51,0.250,1,1.0,-0.4,-0.5,0.9,0.59,-0.19,179,180,-1,-0.6,2.1,-5.5,16.4,0.29,-0.09,0.24,0.00,0.00,0.00,-0.18,-0.59,72,-1,0,1,-0.3,0.02,0.250,0.404,-26.35,0,32
60.30,descend,206.81,-140.81,0.250,1,1.0,-0.4,-0.5,0.9,0.55,-0.18,180,180,-1,-0.6,2.0,-5.7,17.0,0.28,-0.09,0.26,0.00,0.00,0.00,-0.17,-0.55,72,-1,0,0,-0.2,0.01,0.250,0.396,-26.92,0,32
60.40,descend,203.38,-137.38,0.250,1,1.1,-0.5,-0.6,0.9,0.26,-0.09,180,180,-1,-0.5,1.7,-5.8,17.2,0.24,-0.08,0.27,0.00,0.00,0.00,-0.14,-0.44,72,-1,0,0,0.3,0.01,0.250,0.379,-27.31,0,32
60.50,descend,200.62,-134.62,0.250,1,1.1,-0.5,-0.6,1.0,0.04,-0.02,180,180,-1,-0.4,1.2,-5.7,17.1,0.20,-0.06,0.26,0.00,0.00,0.00,-0.09,-0.26,72,-1,0,0,0.3,0.00,0.250,0.354,-27.56,0,32
60.60,descend,198.54,-132.54,0.250,1,1.1,-0.5,-0.6,1.0,0.04,-0.02,180,180,-1,-0.2,0.5,-5.6,16.5,0.14,-0.05,0.24,0.00,0.00,0.00,-0.02,-0.04,72,-1,0,0,0.3,0.00,0.250,0.323,-27.69,0,32
60.70,descend,195.07,-129.07,0.250,1,1.1,-0.4,-0.6,1.0,-0.46,0.13,180,180,-1,0.0,-0.3,-5.3,15.5,0.07,-0.03,0.21,0.00,0.00,0.00,0.05,0.21,72,-1,0,0,0.2,0.00,0.250,0.290,-27.74,0,32
60.80,descend,192.99,-126.99,0.250,1,1.0,-0.4,-0.6,0.9,-0.66,0.20,180,180,-1,0.3,-1.0,-4.9,14.2,0.02,-0.01,0.17,0.00,0.00,0.00,0.13,0.46,72,-1,0,0,0.2,0.00,0.250,0.261,-27.75,0,32
60.90,descend,189.53,-123.53,0.000,1,0.9,-0.4,-0.5,0.9,-0.82,0.25,180,180,-1,0.5,-1.7,-4.4,12.8,-0.02,0.00,0.12,0.00,0.00,0.00,0.19,0.66,72,-1,1,0,0.2,0.00,0.000,0.000,-27.74,0,32
61.00,descend,186.73,-120.73,0.000,1,0.8,-0.4,-0.4,0.9,-0.82,0.25,180,180,-1,0.6,-2.2,-3.9,11.2,-0.05,0.01,0.06,0.00,0.00,0.00,0.24,0.82,72,-1,1,0,0.1,0.01,0.000,0.000,-27.74,0,32
61.10,descend,184.61,-118.61,0.000,1,0.8,-0.4,-0.3,0.9,-0.82,0.25,180,180,-1,0.7,-2.3,-3.5,9.7,-0.06,0.01,0.01,0.00,0.00,0.00,0.25,0.83,72,-1,1,0,0.1,0.01,0.000,0.000,-28.15,0,32
61.20,descend,181.78,-115.78,0.000,1,0.8,-0.4,-0.3,0.9,-0.88,0.27,180,179,-1,0.7,-2.5,-3.0,8.1,-0.07,0.02,0.00,0.00,0.00,0.00,0.26,0.88,72,-1,1,0,-0.0,0.01,0.000,0.000,-28.27,0,32
61.30,descend,178.19,-112.19,0.000,1,0.6,-0.3,-0.2,0.8,-0.86,0.27,179,179,-1,0.8,-2.6,-2.5,6.7,-0.07,0.02,0.00,0.00,0.00,0.00,0.27,0.89,72,-1,1,1,-0.2,0.01,0.000,0.000,-28.53,0,32
61.40,descend,176.00,-110.00,0.000,1,0.6,-0.3,-0.1,0.8,-0.86,0.27,179,179,-1,0.7,-2.5,-2.1,5.3,-0.08,0.02,0.00,0.00,0.00,0.00,0.26,0.86,72,-1,1,1,-0.2,0.02,0.000,0.000,-28.96,0,32
61.50,descend,172.26,-106.26,0.000,1,0.4,-0.2,-0.0,0.8,-0.76,0.24,179,179,-1,0.7,-2.4,-1.6,3.9,-0.08,0.02,0.00,0.00,0.00,0.00,0.25,0.81,72,-1,1,1,-0.3,0.02,0.000,0.000,-29.54,0,32
61.60,descend,169.19,-103.19,0.000,1,0.4,-0.2,0.1,0.7,-0.72,0.22,179,179,-1,0.7,-2.3,-1.2,2.6,-0.09,0.03,0.00,0.00,0.00,0.00,0.23,0.77,72,-1,1,1,-0.4,0.02,0.000,0.000,-30.27,0,32
61.70,descend,166.84,-100.84,0.000,1,0.4,-0.2,0.1,0.7,-0.72,0.22,179,179,-1,0.6,-2.3,-0.8,1.4,-0.10,0.03,0.00,0.00,0.00,0.00,0.21,0.72,72,-1,1,1,-0.4,0.02,0.000,0.000,-31.06,0,32
61.80,descend,163.63,-97.63,0.000,1,0.3,-0.2,0.2,0.7,-0.69,0.21,179,179,-1,0.6,-2.2,-0.4,0.1,-0.11,0.03,0.00,0.00,0.00,0.00,0.20,0.69,72,-1,1,1,-0.4,0.03,0.000,0.000,-31.84,0,32
61.90,descend,159.50,-93.50,0.000,1,0.1,-0.2,0.3,0.7,-0.65,0.19,179,179,-1,0.6,-2.2,-0.1,-1.1,-0.12,0.03,0.00,0.00,0.00,0.00,0.19,0.66,72,-1,1,1,-0.5,0.03,0.000,0.000,-32.61,0,32
62.00,descend,156.97,-90.97,0.000,1,0.1,-0.2,0.4,0.7,-0.65,0.19,179,179,-1,0.6,-2.2,0.3,-2.3,-0.13,0.04,0.00,0.00,0.00,0.00,0.18,0.65,72,-1,1,1,-0.5,0.03,0.000,0.000,-33.38,0,32
62.10,descend,153.53,-87.53,0.000,1,0.0,-0.1,0.4,0.6,-0.66,0.19,179,179,-1,0.6,-2.2,0.7,-3.5,-0.14,0.04,0.00,0.00,0.00,0.00,0.18,0.65,72,-1,1,1,-0.6,0.03,0.000,0.000,-34.13,0,32
62.20,descend,150.02,-84.02,0.014,1,0.0,-0.1,0.5,0.6,-0.66,0.19,179,179,-1,0.6,-2.3,1.0,-4.6,-0.15,0.04,0.00,0.00,0.00,0.00,0.18,0.66,72,-1,1,1,-0.6,0.03,0.014,0.027,-34.88,0,32
62.30,descend,146.43,-80.43,0.087,1,-0.0,-0.1,0.5,0.6,-0.68,0.19,179,179,-1,0.6,-2.4,1.4,-5.8,-0.16,0.04,0.00,0.00,0.00,0.00,0.18,0.68,72,-1,0,1,-0.6,0.03,0.087,0.168,-35.62,0,32
62.40,descend,141.84,-75.84,0.178,1,-0.2,-0.1,0.6,0.6,-0.76,0.21,179,178,-1,0.6,-2.6,1.7,-7.0,-0.17,0.05,0.00,0.00,0.00,0.00,0.18,0.72,72,-1,0,1,-0.6,0.04,0.178,0.265,-36.35,0,32
62.50,descend,137.14,-71.14,0.276,1,-0.3,-0.0,0.7,0.6,-0.81,0.22,179,178,-1,0.7,-2.7,2.1,-8.2,-0.18,0.05,0.00,0.00,0.00,0.00,0.19,0.76,72,-1,0,1,-0.6,0.04,0.276,0.369,-37.07,0,32
62.60,descend,135.24,-69.24,0.337,1,-0.4,-0.0,0.8,0.5,-0.83,0.23,179,178,-1,0.7,-2.9,2.5,-9.4,-0.19,0.05,0.00,0.00,0.00,0.00,0.20,0.81,72,-1,0,1,-0.6,0.04,0.337,0.434,-37.73,0,32
62.70,descend,131.39,-65.39,0.421,1,-0.4,-0.0,0.9,0.5,-0.83,0.23,179,178,-1,0.8,-3.1,2.8,-10.4,-0.18,0.05,0.03,0.00,0.00,0.00,0.21,0.84,72,-1,0,1,-0.6,0.04,0.421,0.515,-38.24,0,32
62.80,descend,127.54,-61.54,0.496,1,-0.5,0.0,0.9,0.5,-0.64,0.17,179,178,-1,0.7,-3.0,3.1,-11.3,-0.16,0.05,0.06,0.00,0.00,0.00,0.20,0.80,72,-1,0,1,-0.3,0.04,0.496,0.578,-38.47,0,32
62.90,descend,123.71,-57.71,0.555,1,-0.5,0.0,1.0,0.5,-0.33,0.07,179,178,-1,0.6,-2.6,3.3,-11.7,-0.11,0.04,0.07,0.00,0.00,0.00,0.16,0.64,72,-1,0,1,-0.2,0.03,0.555,0.613,-38.33,0,32
63.00,descend,119.97,-53.97,0.590,1,-0.5,0.0,1.0,0.5,0.11,-0.07,179,178,-1,0.3,-1.7,3.3,-11.6,-0.03,0.02,0.07,0.00,0.00,0.00,0.06,0.33,72,-1,0,1,0.1,0.03,0.590,0.612,-37.67,0,32
63.10,descend,115.47,-49.47,0.618,1,-0.5,0.0,1.0,0.5,0.55,-0.22,179,178,-1,-0.1,-0.4,3.2,-10.9,0.04,0.01,0.04,0.00,0.00,0.00,-0.07,-0.11,72,-1,0,1,1.2,0.03,0.618,0.636,-36.57,0,32
63.20,descend,112.87,-46.87,0.604,1,-0.4,-0.0,1.0,0.5,0.94,-0.35,179,179,-1,-0.5,1.0,3.0,-9.8,0.10,-0.01,0.01,0.00,0.00,0.00,-0.20,-0.56,72,-1,0,1,2.6,0.00,0.604,0.647,-35.24,0,32
63.30,descend,108.73,-42.73,0.612,1,-0.3,-0.1,0.9,0.5,1.24,-0.46,179,179,-1,-0.9,2.2,2.7,-8.6,0.12,-0.03,0.00,0.00,0.00,0.00,-0.33,-0.95,72,-1,0,1,3.7,-0.02,0.612,0.673,-33.77,0,32
63.40,descend,106.37,-40.37,0.587,1,-0.3,-0.1,0.8,0.6,1.24,-0.46,179,179,-1,-1.2,3.2,2.3,-7.3,0.13,-0.04,0.00,0.00,0.00,0.00,-0.43,-1.25,72,-1,0,1,3.7,-0.05,0.587,0.652,-32.24,0,32
63.50,descend,103.34,-37.34,0.575,1,-0.2,-0.1,0.7,0.6,1.43,-0.54,179,179,-1,-1.5,3.9,1.9,-6.3,0.10,-0.04,0.00,0.00,0.00,0.00,-0.50,-1.44,72,-1,0,1,4.2,-0.05,0.575,0.631,-30.72,0,32
63.60,descend,100.46,-34.46,0.563,1,-0.0,-0.2,0.5,0.7,1.52,-0.58,179,180,-1,-1.6,4.3,1.6,-5.5,0.06,-0.03,0.00,0.00,0.00,0.00,-0.55,-1.53,72,-1,0,1,4.0,-0.05,0.563,0.597,-29.22,0,32
63.70,descend,97.05,-31.05,0.569,1,0.3,-0.3,0.4,0.7,1.55,-0.59,179,180,-1,-1.7,4.4,1.4,-5.1,0.00,-0.01,0.00,0.00,0.00,0.00,-0.56,-1.56,72,-1,0,1,2.2,-0.04,0.569,0.576,-27.82,0,32
63.80,descend,94.47,-28.47,0.563,1,0.5,-0.4,0.2,0.8,1.56,-0.58,179,180,-1,-1.7,4.5,1.3,-5.1,-0.05,0.00,0.00,0.00,0.00,0.00,-0.56,-1.56,72,-1,0,1,1.2,-0.03,0.563,0.582,-26.47,0,32
63.90,descend,91.42,-25.42,0.575,1,0.6,-0.4,0.0,0.9,1.61,-0.58,179,180,-1,-1.8,4.7,1.3,-5.2,-0.08,0.01,0.00,0.00,0.00,0.00,-0.55,-1.56,72,-1,0,1,0.6,-0.01,0.575,0.613,-25.20,0,32
64.00,descend,90.26,-24.26,0.543,1,0.6,-0.4,-0.1,0.9,1.61,-0.58,179,180,-1,-1.8,4.9,1.3,-5.5,-0.10,0.02,0.00,0.00,0.00,0.00,-0.56,-1.61,72,-1,0,1,0.6,0.00,0.543,0.593,-23.91,0,32
64.10,descend,88.03,-22.03,0.536,1,0.8,-0.5,-0.3,1.0,1.72,-0.58,180,180,-1,-1.9,5.3,1.3,-5.7,-0.11,0.03,0.00,0.00,0.00,0.00,-0.57,-1.72,72,-1,0,0,0.2,0.01,0.536,0.589,-22.58,0,32
64.20,descend,85.93,-19.93,0.530,1,1.2,-0.6,-0.5,1.0,2.04,-0.60,180,180,-1,-1.9,5.9,1.4,-5.7,-0.09,0.03,0.00,0.00,0.00,0.00,-0.58,-1.87,72,-1,0,0,-0.2,0.01,0.530,0.579,-21.28,0,32
64.30,descend,83.46,-17.46,0.547,1,1.4,-0.6,-0.7,1.1,2.23,-0.62,180,180,-1,-2.0,6.5,1.5,-5.6,-0.06,0.04,0.00,0.00,0.00,0.00,-0.59,-2.04,72,-1,0,0,-0.1,0.01,0.547,0.586,-20.17,0,32
64.40,descend,82.06,-16.06,0.538,1,1.4,-0.6,-0.9,1.1,2.23,-0.62,180,180,-1,-2.1,7.2,1.6,-5.1,-0.02,0.04,0.00,0.00,0.00,0.00,-0.61,-2.23,72,-1,0,0,-0.1,0.00,0.538,0.563,-19.07,0,32
64.50,descend,80.29,-14.29,0.541,1,1.6,-0.7,-1.1,1.2,2.40,-0.65,180,180,-1,-2.3,7.9,1.6,-4.5,0.01,0.03,0.00,0.00,0.00,0.00,-0.65,-2.40,72,-1,0,0,0.2,-0.00,0.541,0.558,-17.96,0,32
64.60,descend,78.24,-12.24,0.559,1,2.1,-0.9,-1.4,1.3,2.62,-0.78,180,180,-1,-2.5,8.1,1.5,-3.7,0.04,0.01,0.00,0.00,0.00,0.00,-0.71,-2.54,72,-1,0,-0,0.4,-0.01,0.559,0.579,-16.84,0,32
64.70,descend,77.09,-11.09,0.551,1,2.4,-0.9,-1.6,1.4,2.66,-0.84,180,180,-1,-2.8,8.1,1.3,-2.8,0.05,-0.01,0.00,0.00,0.00,0.00,-0.78,-2.62,72,-1,0,-0,0.2,-0.01,0.551,0.578,-15.77,0,32
64.80,descend,75.67,-9.67,0.555,1,2.4,-0.9,-1.9,1.4,2.66,-0.84,180,180,-1,-3.0,8.1,0.9,-1.9,0.06,-0.03,0.00,0.00,0.00,0.00,-0.84,-2.66,72,-1,0,-0,0.2,-0.01,0.555,0.592,-14.66,0,32
64.90,descend,74.04,-8.04,0.572,1,2.9,-1.1,-2.2,1.5,2.55,-0.87,180,180,-1,-3.2,8.1,0.5,-1.1,0.06,-0.03,0.00,0.00,0.00,0.00,-0.88,-2.63,72,-1,0,-0,-0.1,-0.00,0.572,0.608,-13.50,0,32
65.00,descend,72.86,-6.86,0.578,1,3.2,-1.2,-2.4,1.6,2.44,-0.86,180,180,-1,-3.3,8.1,0.1,-0.4,0.04,-0.03,0.00,0.00,0.00,0.00,-0.88,-2.55,72,-1,0,-0,-0.3,-0.00,0.578,0.607,-12.39,0,32
65.10,descend,71.82,-5.82,0.582,1,3.4,-1.3,-2.7,1.7,2.17,-0.76,180,180,-1,-3.3,8.1,-0.2,-0.0,0.00,-0.02,0.00,0.00,0.00,0.00,-0.87,-2.43,72,-1,0,-0,-0.6,-0.00,0.582,0.593,-11.25,0,32
65.20,descend,70.95,-4.95,0.567,1,3.6,-1.3,-2.9,1.8,1.92,-0.66,180,180,-1,-3.0,8.1,-0.3,-0.2,-0.08,0.01,0.00,0.00,0.00,0.00,-0.77,-2.17,72,-1,0,-0,-1.1,0.01,0.567,0.601,-9.56,0,32
65.30,descend,70.41,-4.41,0.526,1,3.6,-1.3,-3.1,1.8,1.92,-0.66,180,180,-1,-2.8,7.7,-0.2,-0.7,-0.15,0.03,0.00,0.00,0.00,0.00,-0.67,-1.91,72,-1,0,-0,-1.1,0.02,0.526,0.598,-7.88,0,32
65.40,descend,69.67,-3.67,0.506,1,3.9,-1.5,-3.3,1.9,1.68,-0.53,180,180,-1,-2.6,7.4,-0.0,-1.5,-0.18,0.04,0.00,0.00,0.00,0.00,-0.59,-1.75,72,-1,0,-0,-2.0,0.03,0.506,0.597,-6.35,0,32
65.50,descend,69.12,-3.12,0.481,1,4.1,-1.5,-3.4,2.0,1.72,-0.51,180,180,-1,-2.5,7.3,0.2,-2.3,-0.19,0.05,0.00,0.00,0.00,0.00,-0.54,-1.68,72,-1,0,-0,-1.9,0.03,0.481,0.578,-5.01,0,32
65.60,align,68.86,12.14,0.690,1,4.3,-1.6,-3.6,2.0,1.86,-0.53,180,180,-1,-2.4,7.5,0.3,-2.9,-0.16,0.05,0.00,0.00,0.00,0.00,-0.52,-1.72,72,-1,0,-0,-1.8,0.03,0.690,0.773,-4.00,0,32
65.70,align,68.64,12.36,0.918,1,4.3,-1.6,-3.8,2.1,1.86,-0.53,180,180,-1,-2.5,8.1,0.4,-2.9,-0.10,0.03,0.00,0.00,0.00,0.00,-0.54,-1.86,72,-1,0,-0,-1.8,0.03,0.918,0.971,-3.23,0,32
65.80,align,68.62,12.38,0.864,1,4.5,-1.6,-4.0,2.1,1.47,-0.45,180,180,-1,-2.3,7.0,0.4,-2.5,-0.00,0.02,0.00,0.00,0.00,0.00,-0.45,-1.47,72,-1,0,-0,-0.8,0.01,0.864,0.874,-0.98,0,32
65.90,align,68.85,12.15,0.734,1,4.7,-1.7,-4.1,2.2,1.70,-0.54,180,180,-1,-2.3,6.9,0.3,-1.3,0.11,-0.00,0.00,0.00,0.00,0.00,-0.45,-1.41,72,-1,0,0,2.0,-0.01,0.734,0.782,1.67,0,32
66.00,align,69.31,11.69,0.611,1,4.9,-1.8,-4.2,2.2,1.77,-0.57,180,180,-1,-2.6,7.9,-0.1,0.4,0.20,-0.04,0.00,0.00,0.00,0.00,-0.54,-1.70,72,-1,0,0,2.8,-0.04,0.611,0.707,3.99,0,32
66.10,align,69.96,11.04,0.495,1,4.9,-1.8,-4.4,2.3,1.77,-0.57,180,180,-1,-2.7,8.2,-0.6,2.3,0.23,-0.06,0.00,0.00,0.00,0.00,-0.57,-1.78,72,-1,0,0,2.8,-0.05,0.495,0.614,5.97,0,32
66.20,align,70.94,10.06,0.393,1,5.2,-1.9,-4.6,2.3,1.34,-0.49,180,180,-1,-2.7,7.9,-1.2,3.9,0.22,-0.07,0.00,0.00,0.00,0.00,-0.55,-1.62,72,-1,0,0,2.5,-0.05,0.393,0.506,7.42,0,32
66.30,align,71.59,9.41,0.321,1,5.2,-1.9,-4.7,2.4,1.34,-0.49,180,180,-1,-2.6,7.1,-1.6,5.0,0.16,-0.06,0.00,0.00,0.00,0.00,-0.49,-1.34,72,-1,0,0,2.5,-0.05,0.321,0.409,8.38,0,32
66.40,align,72.49,8.51,0.264,1,5.3,-1.9,-4.8,2.4,1.01,-0.41,180,181,-1,-2.4,6.2,-1.8,5.6,0.10,-0.04,0.00,0.00,0.00,0.00,-0.41,-1.01,72,-1,0,-0,2.0,-0.04,0.264,0.320,8.88,0,32
66.50,align,73.62,7.38,0.218,1,5.5,-2.0,-4.9,2.5,0.45,-0.25,180,181,-1,-2.2,5.4,-1.9,5.7,0.04,-0.02,0.00,0.00,0.00,0.00,-0.32,-0.70,72,-1,0,-0,1.0,-0.03,0.218,0.243,9.02,0,32
66.60,align,74.28,6.72,0.197,1,5.5,-2.0,-5.0,2.5,0.45,-0.25,180,181,-1,-2.0,4.6,-1.9,5.6,0.00,-0.00,0.00,0.00,0.00,0.00,-0.25,-0.45,72,-1,0,-0,1.0,-0.02,0.197,0.198,8.90,0,32
66.70,align,75.12,5.88,0.182,1,5.5,-2.0,-5.0,2.5,0.27,-0.19,180,181,-1,-1.8,4.1,-1.8,5.2,-0.02,0.01,0.00,0.00,0.00,0.00,-0.19,-0.27,72,-1,0,-0,0.5,-0.02,0.182,0.195,8.55,0,32
66.80,align,75.90,5.10,0.179,1,5.5,-2.0,-5.0,2.5,0.15,-0.15,180,181,-1,-1.7,3.8,-1.7,4.8,-0.04,0.01,0.00,0.00,0.00,0.00,-0.15,-0.15,72,-1,0,-0,0.2,-0.01,0.179,0.200,8.01,0,32
66.90,align,76.79,4.21,0.179,1,5.5,-2.0,-5.0,2.5,0.01,-0.10,181,181,-1,-1.6,3.5,-1.5,4.3,-0.05,0.02,0.00,0.00,0.00,0.00,-0.13,-0.07,72,-1,0,-1,-0.1,-0.01,0.179,0.204,7.36,0,32
67.00,align,77.27,3.73,0.189,1,5.5,-2.0,-5.0,2.5,0.01,-0.10,181,181,-1,-1.6,3.3,-1.4,3.8,-0.05,0.02,0.00,0.00,0.00,0.00,-0.10,-0.01,72,-1,0,-1,-0.1,-0.01,0.189,0.217,6.71,0,32
67.10,align,77.87,3.13,0.196,1,5.5,-2.0,-5.0,2.5,-0.04,-0.08,181,181,-1,-1.5,3.2,-1.3,3.4,-0.05,0.02,0.00,0.00,0.00,0.00,-0.08,0.04,72,-1,0,-1,-0.2,-0.01,0.196,0.222,6.10,0,32
67.20,align,78.41,2.59,0.200,1,5.5,-2.1,-5.0,2.6,-0.10,-0.05,181,181,-1,-1.5,3.1,-1.1,3.0,-0.04,0.02,0.00,0.00,0.00,0.00,-0.06,0.07,72,-1,0,-1,-0.3,-0.01,0.200,0.221,5.56,0,32
67.30,align,79.02,1.98,0.201,1,5.5,-2.1,-5.0,2.6,-0.11,-0.03,181,181,-1,-1.4,3.0,-1.0,2.8,-0.02,0.02,0.00,0.00,0.00,0.00,-0.04,0.10,72,-1,0,-1,-0.3,-0.01,0.201,0.216,5.07,0,32
67.40,align,79.35,1.65,0.210,1,5.5,-2.1,-5.0,2.6,-0.11,-0.03,181,181,-1,-1.4,3.0,-0.9,2.7,-0.00,0.02,0.00,0.00,0.00,0.00,-0.03,0.11,72,-1,0,-1,-0.3,-0.01,0.210,0.218,4.59,0,32
67.50,align,79.75,1.25,0.216,1,5.5,-2.1,-5.0,2.6,-0.16,-0.01,181,181,-1,-1.4,2.9,-0.8,2.7,0.01,0.02,0.00,0.00,0.00,0.00,-0.02,0.13,72,-1,0,-1,-0.4,-0.01,0.216,0.228,4.14,0,32
67.60,align,80.20,0.80,0.217,1,5.5,-2.1,-5.0,2.6,-0.18,0.00,181,181,-1,-1.3,2.8,-0.7,2.7,0.02,0.01,0.00,0.00,0.00,0.00,-0.01,0.16,72,-1,0,-1,-0.4,-0.01,0.217,0.231,3.75,0,32
67.70,align,80.53,0.47,0.219,1,5.4,-2.1,-5.0,2.6,-0.22,0.01,181,181,-1,-1.3,2.8,-0.6,2.8,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.18,72,-1,0,-1,-0.5,-0.01,0.219,0.236,3.42,0,32
